Year,Delta Precipitation (mm),Delta Temperature (C),Delta CO2 (ppm),Delta Ice (km^2)
1977.5,-4.599728401448897,0.07507271368626238,527.3146,0.04600000000000008
1978.5,0.5087066735650069,0.21223077254699146,211.21919999999955,-0.016000000000000014
1979.5,-5.535484566304649,-0.020052020463300124,63.80579999999973,0.04200000000000017
1980.5,-4.307284014486117,0.06579604242110512,5.133800000000337,0.0620000000000001
1981.5,-3.213897223661024,0.07320910214404872,-65.27260000000024,-0.041999999999999815
1982.5,-4.857162441800119,-0.08430778295108805,90.94159999999974,-0.11999999999999993
1983.5,-7.807014140369551,-0.11211638500891077,333.6970000000001,0.01799999999999997
1984.5,-5.716522676322779,0.0344521325515947,468.64259999999996,-0.0879999999999999
1985.5,2.2438256595974053,0.09936864114502875,638.7913999999997,-0.08999999999999986
1986.5,-0.6378263493706754,0.01383018623900334,599.1878000000004,0.009999999999999787
1987.5,4.724643041903391,0.10951888256596191,504.5792000000001,-0.1200000000000001
1988.5,3.1174900844964895,0.09635188538254039,447.3739999999998,-0.158
1989.5,0.93641834799148,-0.014555239409094334,302.1608,0.05799999999999983
1990.5,-5.851324366269296,-0.1585973156291267,144.47980000000024,-0.13200000000000003
1991.5,-0.6824116226939168,-0.03339821520952544,123.94459999999962,-0.021999999999999888
1992.5,-3.028432488359863,-0.001676366614932334,198.75140000000027,-0.04799999999999986
1993.5,3.589004138645623,-0.03367369374030336,238.3550000000003,0.18400000000000016
1994.5,1.8918339368851775,0.06684198425015708,357.16580000000033,-0.158
1995.5,3.501298499740005,0.1565725412427385,352.7653999999995,0.013999999999999879
1996.5,2.7701293326437963,0.09169145542335375,252.28960000000006,-0.11999999999999993
1997.5,4.557762545265428,-0.007680131631886589,269.1577999999994,0.0879999999999999
1998.5,-4.031379548198174,0.06610945852733056,282.35899999999964,-0.19800000000000023
1999.5,-0.7328134161065464,0.10808242800483363,253.0229999999996,-0.10999999999999996
2000.5,-1.3547939299875906,0.0052110996148741155,566.9182000000001,-0.07999999999999989
2001.5,-4.979270563890191,-0.006670905903312274,877.8798000000003,-0.05
2002.5,-3.452840144851848,0.15549548772777094,973.9552000000003,-0.166
2003.5,6.422618554923656,0.03863791170892235,1058.2962,-0.15399999999999991
2004.5,3.7544507673733962,0.06558185319306986,1151.4379999999996,-0.2800000000000001
2005.5,2.3530988101397954,0.018834856584470927,1002.5578000000002,-0.18000000000000008
2006.5,-0.04762717709866138,0.08615537161579052,684.2621999999996,-0.13399999999999998
2007.5,1.030933781687395,-0.04963061159971209,787.6715999999993,-0.1
